 #Reference     Predicted       Error     structure_no 
  -0.00237400   -0.67439184    0.67201784            10
  -0.00137100   -0.38936155    0.38799055            10
  -0.01524500   -1.22443371    1.20918871            10
  -0.00000000    0.00000258    0.00000258            11
  -0.00000000    0.00000432    0.00000432            11
   0.00000000   -0.00000491    0.00000491            11
  -0.00642200    0.04596330    0.05238530            11
  -0.00230700   -0.19628205    0.19397505            11
   0.00998900    0.18768077    0.17769177            11
   0.00642200   -0.04598803    0.05241003            11
   0.00230700    0.19625970    0.19395270            11
  -0.00998900   -0.18770977    0.17772077            11
   0.00577500   -0.03331009    0.03908509            11
   0.00115000   -0.10265248    0.10380248            11
  -0.00622200    0.02432009    0.03054209            11
  -0.00577500    0.03329977    0.03907477            11
  -0.00115000    0.10265130    0.10380130            11
   0.00622200   -0.02433731    0.03055931            11
  -0.00140700   -0.08475950    0.08335250            11
   0.00614400    1.64801426    1.64187026            11
   0.00537300   -0.19076008    0.19613308            11
   0.00140700    0.08480482    0.08339782            11
  -0.00614400   -1.64800767    1.64186367            11
  -0.00537300    0.19076656    0.19613956            11
  -0.00427400    0.64267774    0.64695174            11
   0.00576200    1.12092051    1.11515851            11
   0.00538300   -0.67177598    0.67715898            11
   0.00427400   -0.64269588    0.64696988            11
  -0.00576200   -1.12091593    1.11515393            11
  -0.00538300    0.67177332    0.67715632            11
  -0.00475500    0.11967952    0.12443452            11
   0.00803600    1.13240946    1.12437346            11
   0.00310400    0.60202680    0.59892280            11
   0.00475500   -0.11970307    0.12445807            11
  -0.00803600   -1.13241346    1.12437746            11
  -0.00310400   -0.60199416    0.59889016            11
  -0.00284600   -0.60434863    0.60150263            11
   0.00672100    1.03788136    1.03116036            11
  -0.00184300   -0.65469311    0.65285011            11
   0.00284600    0.60437748    0.60153148            11
  -0.00672100   -1.03786932    1.03114832            11
   0.00184300    0.65470778    0.65286478            11
   0.00056300    0.04159931    0.04103631            12
  -0.00110000    0.11972511    0.12082511            12
   0.00111000   -0.07699477    0.07810477            12
   0.00500100    0.14272951    0.13772851            12
  -0.00088600    0.34677476    0.34766076            12
  -0.00084900   -0.20516079    0.20431179            12
   0.00392400   -0.32446533    0.32838933            12
  -0.00559000   -0.27179874    0.26620874            12
  -0.00365800   -0.27224185    0.26858385            12
   0.00139000   -0.02566794    0.02705794            12
  -0.00009900    0.02466909    0.02476809            12
  -0.00130400    0.50499088    0.50629488            12
   0.00242300   -0.06641844    0.06884144            12
   0.00228100    0.00086185    0.00141915            12
  -0.00062800   -0.49070963    0.49008163            12
  -0.00007600   -0.42888141    0.42880541            12
  -0.00157400   -0.02375941    0.02218541            12
   0.00017700    0.23713448    0.23695748            12
   0.00452500    0.32027452    0.31574952            12
  -0.00118800   -0.00158532    0.00039732            12
   0.00269700    0.83075724    0.82806024            12
  -0.00473300   -0.05733130    0.05259830            12
   0.00147600   -0.52802595    0.52950195            12
   0.00294200   -0.04395866    0.04690066            12
   0.00320600    0.14963196    0.14642596            12
  -0.00319300    0.24697324    0.25016624            12
   0.00297000    0.13551301    0.13254301            12
  -0.00059400    0.22420170    0.22479570            12
  -0.00040200   -0.05882694    0.05842494            12
   0.00174600   -0.39819890    0.39994490            12
   0.00461600    0.19325914    0.18864314            12
  -0.00074100   -0.16407570    0.16333470            12
  -0.00613200    0.50302442    0.50915642            12
  -0.00014200    0.08606877    0.08621077            12
   0.00176900   -0.11823135    0.12000035            12
  -0.00108000   -0.10815575    0.10707575            12
   0.00100800    0.05081285    0.04980485            12
   0.00097100   -0.13269020    0.13366120            12
   0.00590600    0.46650563    0.46059963            12
   0.00123100    0.25856302    0.25733202            12
   0.00035200   -0.02337141    0.02372341            12
   0.00034500   -0.40650506    0.40685006            12
   0.00032300   -0.38703769    0.38736069            12
   0.00362300    0.06770164    0.06407864            12
  -0.00012900   -0.10567509    0.10554609            12
  -0.00198600   -8.18173740    8.17975140            12
  -0.00327200    0.25508984    0.25836184            12
   0.00091000    0.39256080    0.39165080            12
  -0.00062300   -0.10183756    0.10121456            12
  -0.00200200   -0.05084448    0.04884248            12
  -0.00227900    0.46468355    0.46696255            12
   0.00176600   -0.16236316    0.16412916            12
  -0.00065200    1.40409009    1.40474209            12
   0.00073400   -0.29960593    0.30033993            12
  -0.00047500    0.10743891    0.10791391            12
   0.00115400   -1.39777520    1.39892920            12
  -0.00043800   -0.64305073    0.64261273            12
   0.00079800   -0.48043538    0.48123338            12
   0.00074200    1.27720330    1.27646130            12
   0.00055900   -0.33466167    0.33522067            12
  -0.00306400   18.19981446   18.20287846            12
  -0.00002900    1.17178832    1.17181732            12
  -0.00010000    1.49272935    1.49282935            12
  -0.00150600   -0.18485972    0.18335372            12
  -0.00037100   -0.25569987    0.25532887            12
   0.00117000   -0.17147414    0.17264414            12
   0.00082200    0.46588211    0.46506011            12
  -0.00048100    0.11418514    0.11466614            12
   0.00049000    0.00849371    0.00800371            12
  -0.00104900    0.00492447    0.00597347            12
  -0.00046700   -0.26619496    0.26572796            12
  -0.00168800   -0.19621948    0.19453148            12
  -0.00276700    0.33775746    0.34052446            12
   0.00117900   -0.26102452    0.26220352            12
  -0.00170500    0.63405710    0.63576210            12
  -0.00080900    0.12207794    0.12288694            12
   0.00084900    0.34045392    0.33960492            12
   0.00060200   -0.79202197    0.79262397            12
   0.00212500   -2.00137505    2.00350005            12
   0.00184100    0.26404091    0.26219991            12
  -0.00205000    5.37737930    5.37942930            12
   0.00010400   -0.65066792    0.65077192            12
   0.00056600   -0.07591524    0.07648124            12
   0.00026400    0.29762957    0.29736557            12
   0.00146700   -0.35730757    0.35877457            12
  -0.00007400    0.57077314    0.57084714            12
   0.00125300   -0.74432374    0.74557674            12
  -0.00028600    2.27061360    2.27089960            12
   0.00127400    0.30402449    0.30275049            12
  -0.00114200    6.62343228    6.62457428            12
  -0.00176700    0.53282561    0.53459261            12
  -0.00003200   -0.22365554    0.22362354            12
  -0.00031100    0.05759003    0.05790103            12
   0.00068200    0.18806141    0.18737941            12
  -0.00032000    0.52657793    0.52689793            12
   0.00103400   -0.17302353    0.17405753            12
  -0.00022200  -11.63858225   11.63836025            12
   0.00060800    1.25685876    1.25625076            12
  -0.00206100  -15.87720513   15.87514413            12
  -0.00077900    0.92868483    0.92946383            12
  -0.00077200   -1.08202947    1.08125747            12
   0.00112700   -0.27602897    0.27715597            12
   0.00237100   -0.35541262    0.35778362            12
   0.00085600    1.16079072    1.15993472            12
   0.00146700    1.00110739    0.99964039            12
  -0.00062800   14.93166717   14.93229517            12
  -0.00032400    2.13243274    2.13275674            12
   0.00075100  -25.42598363   25.42673463            12
  -0.00140900   -0.50054074    0.49913174            12
   0.00040000   -1.12227585    1.12267585            12
  -0.00084600   -0.14642540    0.14557940            12
   0.00076800   -0.19007549    0.19084349            12
   0.00157900    0.20002375    0.19844475            12
   0.00144600    0.29925245    0.29780645            12
   0.00147500    0.25902554    0.25755054            12
   0.00011600   -0.33828833    0.33840433            12
  -0.00180600   -1.02688778    1.02508178            12
  -0.00127700   -0.26459698    0.26331998            12
  -0.00153800    0.14771563    0.14925363            12
  -0.00039500   -0.01798482    0.01758982            12
  -0.00029200    0.50736264    0.50765464            12
   0.00024100    0.40258852    0.40234752            12
   0.00289800    0.93778853    0.93489053            12
  -0.00149500  -13.98594266   13.98444766            12
   0.00327200  -10.73030863   10.73358063            12
   0.00281800   27.15346920   27.15065120            12
   0.00238400    1.30800831    1.30562431            12
  -0.00283700    1.65140132    1.65423832            12
   0.00328700    0.19708423    0.19379723            12
