 #Reference     Predicted       Error     structure_no 
   0.00379300   -0.44238271    0.44617571            31
  -0.00326700   -0.00957384    0.00630684            31
  -0.00489600    0.29964360    0.30453960            31
   0.00250500   -0.24182633    0.24433133            31
   0.00334200    0.18700642    0.18366442            31
  -0.00193500   -0.01006862    0.00813362            31
   0.00225300   -0.13027129    0.13252429            31
   0.00413300   -0.10714284    0.11127584            31
   0.00156500   -0.03052557    0.03209057            31
   0.00247000    0.09078778    0.08831778            31
   0.00044500    0.12422174    0.12377674            31
   0.00000700    0.06348691    0.06347991            31
  -0.00659700    0.42234220    0.42893920            31
   0.00794100   -0.01195895    0.01989995            31
   0.00645200   -0.40509488    0.41154688            31
   0.00471100    0.05191624    0.04720524            31
  -0.05033200    0.20716606    0.25749806            31
  -0.06095000    0.13050336    0.19145336            31
   0.00041000    0.09917330    0.09876330            31
   0.00287600   -0.11183621    0.11471221            31
  -0.00617300   -0.08817500    0.08200200            31
   0.00895000    0.28465683    0.27570683            31
   0.00149400   -0.13009485    0.13158885            31
  -0.00008600    0.34002209    0.34010809            31
  -0.00323200    0.26961108    0.27284308            31
   0.00125400   -0.00542941    0.00668341            31
   0.00590800   -0.44052506    0.44643306            31
  -0.00108700   -0.41552186    0.41443486            31
   0.00031300    0.02691148    0.02659848            31
   0.00070100   -0.26546767    0.26616867            31
  -0.03334300   47.03254590   47.06588890            31
   0.00631200    7.98270958    7.97639758            31
  -0.00735900   13.24336129   13.25072029            31
  -0.01017000  -27.66919631   27.65902631            31
  -0.01468300   -6.28100498    6.26632198            31
  -0.02919400   42.33776304   42.36695704            31
  -0.02551100   20.46203221   20.48754321            31
   0.01395300   -2.87567803    2.88963103            31
   0.00302700  -46.49261977   46.49564677            31
   0.01673000  -47.72796742   47.74469742            31
  -0.00110600   -7.20222058    7.20111458            31
   0.00616200  -22.26371999   22.26988199            31
  -0.00454000   -0.20740776    0.20286776            31
  -0.00210800    0.21371219    0.21582019            31
   0.00046300    0.50116478    0.50070178            31
   0.00199800   -0.50509779    0.50709579            31
  -0.00117300    0.19521339    0.19638639            31
   0.00379200   -0.03810002    0.04189202            31
  -0.00281100   -0.23341708    0.23060608            31
  -0.00022200    0.19229547    0.19251747            31
  -0.00851800    0.63213634    0.64065434            31
  -0.00248300    0.07247411    0.07495711            31
   0.00281700   -0.44386066    0.44667766            31
  -0.00121100   -0.39892287    0.39771187            31
  -0.00201900   -0.01331346    0.01129446            31
  -0.00124200    0.12507274    0.12631474            31
   0.00273300   -0.00849957    0.01123257            31
   0.00829000   -0.07342231    0.08171231            31
  -0.01085800    0.07039456    0.08125256            31
  -0.00825900   -0.21801299    0.20975399            31
  -0.00216300    0.03500061    0.03716361            31
  -0.00055200   -0.18445910    0.18390710            31
  -0.00120400   -0.09071517    0.08951117            31
  -0.00257100    0.50549763    0.50806863            31
  -0.00096600    0.07283824    0.07380424            31
   0.00296600   -0.00048245    0.00344845            31
   0.00518100    0.08401023    0.07882923            31
  -0.00943900    0.05834812    0.06778712            31
   0.01570500   -0.16996381    0.18566881            31
  -0.00257800    0.34385240    0.34643040            31
   0.01604000   -0.27018238    0.28622238            31
   0.00012500    0.66343644    0.66331144            31
   0.00001800    0.11361898    0.11360098            31
  -0.00008700    0.18061385    0.18070085            31
  -0.00199300   -0.72196173    0.71996873            31
   0.00078700    0.95090002    0.95011302            31
  -0.00653800    0.02909256    0.03563056            31
  -0.00113600   -0.22957891    0.22844291            31
  -0.00248000   -0.76434577    0.76186577            31
  -0.00042700   -0.02651401    0.02608701            31
   0.00134800    0.27044190    0.26909390            31
   0.00141900   -0.35555896    0.35697796            31
  -0.00287800    0.25678688    0.25966488            31
  -0.00250300   -0.56882123    0.56631823            31
   0.01003100   -0.46908033    0.47911133            31
  -0.00094100    0.18290689    0.18384789            31
   0.01512600    0.08359380    0.06846780            31
   0.00204700    0.61773105    0.61568405            31
  -0.00556800   -0.31593505    0.31036705            31
   0.00332100    0.09807497    0.09475397            31
   0.00162200    0.22258369    0.22096169            31
  -0.00360300    0.28818529    0.29178829            31
   0.00257100   -0.22553634    0.22810734            31
   0.02399900   -0.46400642    0.48800542            31
  -0.00230400    0.10976537    0.11206937            31
  -0.00823700   -0.06277043    0.05453343            31
  -0.00353300    0.49076444    0.49429744            31
   0.00642800   -2.41413565    2.42056365            31
  -0.00559900   -0.00521770    0.00038130            31
  -0.00266400   -0.45266598    0.45000198            31
  -0.00239800    1.36781693    1.37021493            31
   0.00493900    1.07010448    1.06516548            31
  -0.00107700   13.22900842   13.23008542            31
  -0.00642600    1.57596161    1.58238761            31
   0.00325700  -23.01572317   23.01898017            31
  -0.00235300   -0.56799794    0.56564494            31
  -0.00575400   -1.34091953    1.33516553            31
  -0.00123900   -0.08868460    0.08744560            31
  -0.00023700   -0.14064191    0.14040491            31
  -0.00097000    0.14845609    0.14942609            31
  -0.00026200    0.34968313    0.34994513            31
   0.00119400   -0.05871602    0.05991002            31
  -0.00196900    0.01032564    0.01229464            31
  -0.00568400   -0.21252107    0.20683707            31
   0.00342600   -0.29735134    0.30077734            31
  -0.00115000    0.08750198    0.08865198            31
  -0.00134300   -0.03411318    0.03277018            31
   0.00021100    0.23052546    0.23031446            31
  -0.00092700   -0.04265061    0.04172361            31
  -0.00021000    0.82011526    0.82032526            31
  -0.00179200    0.18277075    0.18456275            31
  -0.00651400   -0.20066842    0.19415442            31
   0.00016900   -0.58093267    0.58110167            31
   0.00141700    0.01530843    0.01389143            31
  -0.00254400   -2.37523538    2.37269138            31
  -0.00323700    0.24005306    0.24329006            31
   0.00183700   -0.44419457    0.44603157            31
  -0.00050700    3.66151602    3.66202302            31
  -0.00238900   -0.02797961    0.02559061            31
  -0.00635600   -0.03511314    0.02875714            31
   0.00379600   -3.51860024    3.52239624            31
  -0.00344900   -0.40085171    0.39740271            31
  -0.00153200   -0.40471003    0.40317803            31
  -0.00032000    2.70055041    2.70087041            31
  -0.00338900    0.29851425    0.30190325            31
  -0.00039600   22.83227328   22.83266928            31
  -0.00104500    1.53134243    1.53238743            31
  -0.00042500   -8.95362146    8.95319646            31
   0.00340500   -0.35247217    0.35587717            31
   0.00103300   -1.34843708    1.34947008            31
   0.00312900    0.07340672    0.07027772            31
   0.00113500    0.25140977    0.25027477            31
  -0.00106600    0.42289023    0.42395623            31
   0.00044200    0.29764818    0.29720618            31
  -0.00568400   29.80009373   29.80577773            31
   0.00111100    0.89934694    0.89823594            31
  -0.00284600   -1.25756452    1.25471852            31
   0.00415600    0.57622622    0.57207022            31
  -0.00218200   -0.35993369    0.35775169            31
  -0.00277800    0.46247240    0.46525040            31
   0.00091200    0.44824600    0.44733400            31
  -0.00047100    1.49400257    1.49447357            31
   0.00124800   -1.15666794    1.15791594            31
   0.00037600   -0.72908493    0.72946093            31
   0.00303400   -1.32051295    1.32354695            31
  -0.00519000   -0.15825761    0.15306761            31
  -0.00187000   -0.19750626    0.19563626            31
  -0.00013100    2.64534239    2.64547339            31
  -0.00060000   -1.11490309    1.11430309            31
   0.00256000    0.53782329    0.53526329            31
  -0.00641800   -1.46993382    1.46351582            31
  -0.00388200   -0.28263222    0.27875022            31
  -0.00205800   -0.10380027    0.10174227            31
  -0.00254000    1.82271873    1.82525873            31
   0.00146900   -0.54961261    0.55108161            31
   0.00399900   11.32379020   11.31979120            31
  -0.00299800    0.84617174    0.84916974            31
  -0.00237700   25.36391160   25.36628860            31
   0.00052300    0.66808778    0.66756478            31
   0.00019700   -0.14658093    0.14677793            31
  -0.00073200   -0.50589815    0.50516615            31
   0.00131100   -0.33009666    0.33140766            31
  -0.00575300    0.01818284    0.02393584            31
   0.00327000    0.58373713    0.58046713            31
  -0.01047900  -15.70043812   15.68995912            31
   0.02645400    0.47158227    0.44512827            31
  -0.01845200   26.27666750   26.29511950            31
  -0.00042900   -0.21426091    0.21383191            31
   0.00150000   -0.18956336    0.19106336            31
   0.00054200   -0.40828635    0.40882835            31
   0.00227200    0.08458837    0.08231637            31
  -0.00001200    0.03131902    0.03133102            31
  -0.00194300   -0.00112811    0.00081489            31
  -0.01105000    9.54158414    9.55263414            31
  -0.00137800    0.63973852    0.64111652            31
  -0.00301200   23.63304843   23.63606043            31
  -0.00278700   -0.25676857    0.25398157            31
  -0.00149700   -0.01775149    0.01625449            31
   0.00020500   -0.06668938    0.06689438            31
   0.00096800    0.33617579    0.33520779            31
   0.00119500    0.37987590    0.37868090            31
   0.00166000    0.62093887    0.61927887            31
   0.00089900   -0.28944165    0.29034065            31
   0.00310700   -0.14549399    0.14860099            31
   0.00067600    0.01872227    0.01804627            31
  -0.01180300   -0.27817658    0.26637358            31
  -0.00991800   -0.01361401    0.00369601            31
   0.00350200    0.49232858    0.48882658            31
  -0.00448100   -0.66340172    0.65892072            31
   0.00438400    0.17257137    0.16818737            31
  -0.00326200   -0.03131528    0.02805328            31
   0.00784200   -0.16674884    0.17459084            31
   0.00082400    0.00371608    0.00289208            31
   0.00358300    0.60216732    0.59858432            31
   0.00357000    0.06504499    0.06147499            31
  -0.05161300   -0.34168109    0.29006809            31
  -0.03908900   -0.38754998    0.34846098            31
  -0.00479700   -0.00524442    0.00044742            31
   0.00037600    0.09445076    0.09407476            31
  -0.00800200    0.02114109    0.02914309            31
   0.00183900    0.01757180    0.01573280            31
  -0.00130500   -0.13670038    0.13539538            31
   0.00425700    0.12520967    0.12095267            31
   0.01891900   -0.04618508    0.06510408            31
  -0.01890900    0.03201888    0.05092788            31
   0.00266100   -0.13860971    0.14127071            31
   0.00609400    0.46926440    0.46317040            31
   0.00491900    0.06029590    0.05537690            31
  -0.00193600   -0.00714211    0.00520611            31
   0.00255600   -0.31188705    0.31444305            31
   0.00039500   -0.37295457    0.37334957            31
   0.00216400    0.52734473    0.52518073            31
  -0.00708500    0.36513171    0.37221671            31
   0.00954800   -0.19431725    0.20386525            31
  -0.00013400    0.51611323    0.51624723            31
  -0.00725200    0.10910402    0.11635602            31
  -0.00124200    0.09098768    0.09222968            31
   0.00054900   -0.91621273    0.91676173            31
  -0.00378800    0.11771872    0.12150672            31
  -0.00178100    0.18542845    0.18720945            31
   0.00899300   -0.18614126    0.19513426            31
  -0.11477000   -0.76464130    0.64987130            31
  -0.00856900   -0.13529685    0.12672785            31
   0.14183100    0.34257905    0.20074805            31
  -0.00281400   -0.34238540    0.33957140            31
   0.00538000    0.19155805    0.18617805            31
   0.01106400   -0.63590060    0.64696460            31
  -0.00778600   -0.33724446    0.32945846            31
  -0.00236100    0.07295751    0.07531851            31
  -0.00018100    0.72080427    0.72098527            31
   0.10310500    0.53451372    0.43140872            31
   0.00383800   -0.45910967    0.46294767            31
   0.14279500    0.30626806    0.16347306            31
   0.00102400    0.20523048    0.20420648            31
  -0.00247700    0.46897192    0.47144892            31
   0.00126000   -0.12326957    0.12452957            31
  -0.01026800   -4.44311303    4.43284503            31
   0.00270500    0.20685107    0.20414607            31
  -0.00078400  -17.96405892   17.96327492            31
  -0.01218000    0.62122960    0.63340960            31
  -0.01377300   -0.18096383    0.16719083            31
   0.00828900   -0.50117635    0.50946535            31
  -0.00324100   -0.44992877    0.44668777            31
  -0.00499300   -0.13807213    0.13307913            31
   0.00023000    0.52348955    0.52325955            31
  -0.03193600    0.72432853    0.75626453            31
  -0.00535500    0.25870131    0.26405631            31
  -0.01503200    0.06423435    0.07926635            31
   0.04529100   -0.10935317    0.15464417            31
   0.00713400   -0.28844030    0.29557430            31
  -0.03240100   -0.38265913    0.35025813            31
   0.00189900    0.29925146    0.29735246            31
  -0.00127600    0.02084966    0.02212566            31
  -0.00337800    0.28440683    0.28778483            31
   0.02673000   -9.36301652    9.38974652            31
   0.00416200   -1.15832540    1.16248740            31
   0.00045500  -20.31278417   20.31323917            31
  -0.01504200    0.09633952    0.11138152            31
  -0.01723800   -1.12055148    1.10331348            31
   0.00078100    0.23976687    0.23898587            31
  -0.00219300    0.46544369    0.46763669            31
   0.00311000    1.42060488    1.41749488            31
  -0.00238500    1.27063747    1.27302247            31
  -0.00936900    0.00625605    0.01562505            31
  -0.00292800   -0.12915848    0.12623048            31
   0.00265700   -0.44545057    0.44810757            31
   0.00470800   -0.31805386    0.32276186            31
   0.00462500    0.08660794    0.08198294            31
  -0.00134500    0.56289099    0.56423599            31
   0.00106000   -0.59653072    0.59759072            31
   0.00130600    0.11611851    0.11481251            31
  -0.00401100   -0.00261480    0.00139620            31
  -0.00368600   -0.24118224    0.23749624            31
  -0.00552600    0.26160182    0.26712782            31
   0.01223200    0.11997550    0.10774350            31
   0.00147400    0.04612996    0.04465596            31
  -0.00054000   -0.33722017    0.33668017            31
  -0.00125200   -0.26282690    0.26157490            31
  -0.00015100    0.00314536    0.00329636            31
   0.00179200    0.07731532    0.07552332            31
   0.00394500    0.03216273    0.02821773            31
  -0.06242700  -27.32672634   27.26429934            31
   0.06570200   -1.15231962    1.21802162            31
  -0.02986100    1.52645811    1.55631911            31
  -0.00514900    0.21988501    0.22503401            31
   0.00714700   -0.44965473    0.45680173            31
   0.00301400   -0.23060455    0.23361855            31
   0.00235200    0.95316651    0.95081451            31
   0.00116600    1.44021728    1.43905128            31
   0.00075000   -0.01831102    0.01906102            31
   0.03365200  -17.80691280   17.84056480            31
   0.04108900   -0.67220908    0.71329808            31
   0.04791900    8.11768228    8.06976328            31
   0.00653200    0.19775010    0.19121810            31
   0.01285000   -0.36287152    0.37572152            31
  -0.01095300    0.34958512    0.36053812            31
   0.00073700   -0.00658622    0.00732322            31
   0.00274700    0.30470157    0.30195457            31
  -0.00134200   -0.86399111    0.86264911            31
   0.00860400    0.35335576    0.34475176            31
  -0.00096100    0.08338004    0.08434104            31
   0.00185500    0.42259931    0.42074431            31
  -0.00857500   -0.73746019    0.72888519            31
  -0.01258800   -0.00948802    0.00309998            31
  -0.00068800    0.25949558    0.26018358            31
  -0.00007300   -0.36565865    0.36558565            31
  -0.00115900    0.28243094    0.28358994            31
   0.00150700   -0.54701010    0.54851710            31
  -0.01283900    0.00471533    0.01755433            31
   0.01562200    0.12291106    0.10728906            31
  -0.01853400   -0.09555731    0.07702331            31
  -0.00360300    0.61910091    0.62270391            31
   0.00457700   -0.26643532    0.27101232            31
   0.00255600    0.05415649    0.05160049            31
   0.00049800    0.39150430    0.39100630            31
   0.00325100    0.44442529    0.44117429            31
  -0.00115500   -0.27508007    0.27392507            31
  -0.00926800   -0.07531691    0.06604891            31
   0.00149900   -0.09583310    0.09733210            31
   0.02346400   -0.04000283    0.06346683            31
  -0.08709600    0.56198915    0.64908515            31
   0.00917700   -0.10274865    0.11192565            31
  -0.11105900   -0.45391633    0.34285733            31
  -0.00015900   -0.47768709    0.47752809            31
   0.00141500    0.18212381    0.18070881            31
   0.00168100    0.35160258    0.34992158            31
  -0.00658500    0.02324046    0.02982546            31
  -0.00110600   -0.05837136    0.05726536            31
  -0.00070900   -0.57949404    0.57878504            31
   0.06983500   -0.15915053    0.22898553            31
   0.02424400   -0.01540234    0.03964634            31
  -0.05730600   -0.37181483    0.31450883            31
   0.00491000    0.20855383    0.20364383            31
   0.00350000   -0.13664299    0.14014299            31
  -0.00072400    0.23376534    0.23448934            31
   0.00238000    0.10625130    0.10387130            31
   0.00498800   -0.03509377    0.04008177            31
  -0.00077000   -0.38644056    0.38567056            31
   0.00690300   -0.29413700    0.30104000            31
   0.00303000    0.20590970    0.20287970            31
   0.00338400   -0.05942273    0.06280673            31
  -0.00395400    0.21703689    0.22099089            31
   0.00142100    0.06521934    0.06379834            31
   0.00057500    0.84021084    0.83963584            31
  -0.00083000   -0.44716810    0.44633810            31
  -0.00407200   -0.63616625    0.63209425            31
  -0.00151200    0.31871238    0.32022438            31
  -0.00096400    0.52102354    0.52198754            31
  -0.00106000    0.66423673    0.66529673            31
  -0.00115700    0.72879992    0.72995692            31
   0.00376600   -0.11849941    0.12226541            31
  -0.00095100   -1.03440963    1.03345863            31
   0.00594000    1.42017236    1.41423236            31
   0.00244700   -0.42846256    0.43090956            31
   0.00326800    0.53163289    0.52836489            31
   0.00175400   -0.31325187    0.31500587            31
   0.00423500   -0.00635977    0.01059477            31
  -0.00180000   -0.67486362    0.67306362            31
  -0.00605100   -0.52674125    0.52069025            31
   0.01049500   -0.06151719    0.07201219            31
   0.00656700    0.98646380    0.97989680            31
  -0.00112600    0.84096262    0.84208862            31
  -0.00584400    0.43994840    0.44579240            31
  -0.00882900   -0.78878815    0.77995915            31
   0.00264200    0.87777693    0.87513493            31
   0.01751900   -2.07715332    2.09467232            31
  -0.00781800   -7.72645716    7.71863916            31
   0.00490300    2.53244526    2.52754226            31
   0.00658500   -0.58362835    0.59021335            31
  -0.01294100   -0.87795831    0.86501731            31
  -0.01216300    0.24482239    0.25698539            31
  -0.00886200    0.38784340    0.39670540            31
  -0.00737300    0.52889699    0.53626999            31
   0.00246900   -0.80032738    0.80279638            31
   0.00340800   -0.76436485    0.76777285            31
  -0.00495900   -0.40155309    0.39659409            31
   0.00102100   -0.00679578    0.00781678            31
  -0.00142700   -0.01375159    0.01232459            31
   0.00213200    1.08308592    1.08095392            31
  -0.00116900   -2.31929026    2.31812126            31
   0.00324300   -1.83159726    1.83484026            31
  -0.00505800    4.48090482    4.48596282            31
   0.00248300    0.48336119    0.48087819            31
  -0.00292800   -1.64076542    1.63783742            31
   0.00594500   -4.32915887    4.33510387            31
   0.00057700    0.53500939    0.53443239            31
   0.00525400    0.31208212    0.30682812            31
  -0.00874700   -0.70555881    0.69681181            31
  -0.01087900    0.68176860    0.69264760            31
  -0.00180300    0.41179337    0.41359637            31
  -0.00737700    0.40419714    0.41157414            31
   0.00426300    0.63985196    0.63558896            31
  -0.00284700    0.42717551    0.43002251            31
   0.00638000   -0.51995552    0.52633552            31
  -0.00110300    0.34350590    0.34460890            31
  -0.02104300   -0.11124775    0.09020475            31
  -0.01466200    1.41156032    1.42622232            31
  -0.00191200   -4.55609443    4.55418243            31
   0.00518700    0.43265415    0.42746715            31
  -0.00355100    0.12955403    0.13310503            31
   0.00012300    1.34939254    1.34926954            31
   0.00314300   -1.00532598    1.00846898            31
  -0.00163100    0.81178975    0.81342075            31
  -0.00739200    0.11443359    0.12182559            31
  -0.00478100   -1.93268364    1.92790264            31
  -0.01083900   -2.29137368    2.28053468            31
   0.00951800    4.41548001    4.40596201            31
   0.00011700    0.44631036    0.44619336            31
   0.00115800    0.62798954    0.62683154            31
   0.00059600   -0.30957147    0.31016747            31
   0.00558900   -0.24774114    0.25333014            31
  -0.00215100   -0.48874723    0.48659623            31
   0.00378600    0.08726987    0.08348387            31
   0.00328900   -1.68660789    1.68989689            31
   0.00244000    1.30670842    1.30426842            31
  -0.01069600    3.10004807    3.11074407            31
  -0.00152000   -0.01583421    0.01431421            31
  -0.00561300   -0.52058819    0.51497519            31
  -0.00049100   -0.20901576    0.20852476            31
  -0.00299500    0.48696709    0.48996209            31
   0.00261500    0.36886923    0.36625423            31
   0.00341200   -0.40274647    0.40615847            31
   0.00021600   -1.85017245    1.85038845            31
  -0.00423600   -1.76292992    1.75869392            31
  -0.00154100    2.67921048    2.68075148            31
  -0.00522400    0.15091843    0.15614243            31
   0.00193300    0.21356096    0.21162796            31
  -0.00206600    0.69173303    0.69379903            31
  -0.00146900    0.30880377    0.31027277            31
  -0.00078900   -0.60895069    0.60816169            31
   0.00279700    0.80876275    0.80596575            31
   0.00141200   -1.36084397    1.36225597            31
   0.00563400    1.13144257    1.12580857            31
   0.00412000    1.78093649    1.77681649            31
   0.00015000   -0.36539614    0.36554614            31
  -0.00796500   -0.66323059    0.65526559            31
  -0.00222900    0.32371578    0.32594478            31
  -0.00186700   -0.02919313    0.02732613            31
   0.00348000    0.70669212    0.70321212            31
   0.00203100    0.56135066    0.55931966            31
  -0.00756500   -0.19086140    0.18329640            31
  -0.00271200   -0.86110925    0.85839725            31
   0.00182400   -0.40013453    0.40195853            31
  -0.00073600   -0.90294369    0.90220769            31
   0.00027600    0.56801264    0.56773664            31
   0.00353200    0.15668648    0.15315448            31
   0.00489100    0.50669609    0.50180509            31
  -0.00297100   -0.66848582    0.66551482            31
   0.00330000   -0.77127639    0.77457639            31
   0.00682400    0.02803512    0.02121112            31
   0.00757300    0.77955468    0.77198168            31
  -0.00451600    0.60888074    0.61339674            31
  -0.00079400    0.07514165    0.07593565            31
  -0.00495600   -0.35663013    0.35167413            31
   0.00088900   -0.73474116    0.73563016            31
  -0.01535200    0.10848709    0.12383909            31
  -0.01557400   -4.30092551    4.28535151            31
  -0.03146500    2.29620283    2.32766783            31
   0.01654600    3.45898757    3.44244157            31
  -0.01888200   28.04750238   28.06638438            31
  -0.02313900  -15.01127590   14.98813690            31
  -0.00205800    0.47628093    0.47833893            31
   0.00201900    2.11688386    2.11486486            31
   0.00011200    0.51611275    0.51600075            31
  -0.00747000    0.49131138    0.49878138            31
  -0.01312100   -0.64384681    0.63072581            31
  -0.00234900    0.23737179    0.23972079            31
   0.00394200   -4.11736519    4.12130719            31
  -0.01307400  -20.40108452   20.38801052            31
   0.00481000  -30.60554501   30.61035501            31
   0.00116000   -1.38876765    1.38992765            31
  -0.00454900    2.15138953    2.15593853            31
  -0.00387700    1.30917388    1.31305088            31
   0.00607600   -1.00661783    1.01269383            31
  -0.00087100   -2.20658467    2.20571367            31
   0.00459400    1.62500147    1.62040747            31
  -0.01298700   21.36093004   21.37391704            31
  -0.01982200   21.44958259   21.46940459            31
   0.00226000   -9.68583712    9.68809712            31
  -0.00370600   -0.94877442    0.94506842            31
  -0.00334200    2.74732903    2.75067103            31
  -0.00602500    0.02760016    0.03362516            31
  -0.00428600    0.11797055    0.12225655            31
  -0.00190300   -0.65753472    0.65563172            31
   0.00081100   -0.54936924    0.55018024            31
   0.00024800   -2.48902605    2.48927405            31
  -0.00367300    2.10829820    2.11197120            31
  -0.00391800    4.78337679    4.78729479            31
   0.00411600   -0.91863909    0.92275509            31
  -0.00534900    0.65969445    0.66504345            31
   0.00324000    0.96450763    0.96126763            31
  -0.00524200   -1.08735993    1.08211793            31
   0.00782100   -0.05637019    0.06419119            31
  -0.00292000    0.00601609    0.00893609            31
  -0.00672400   -6.02229278    6.01556878            31
   0.00086000   -2.67947482    2.68033482            31
  -0.00673700    2.98224250    2.98897950            31
   0.00021800    0.42612263    0.42590463            31
   0.00381300    0.70888833    0.70507533            31
  -0.00035000   -0.38387151    0.38352151            31
   0.00378500   -0.64580679    0.64959179            31
   0.00073800   -0.29247702    0.29321502            31
   0.00192400    0.26273280    0.26080880            31
  -0.00965400   -4.39915956    4.38950556            31
   0.00479500    1.30465198    1.29985698            31
   0.00013300    1.83893881    1.83880581            31
   0.00297100    1.74726695    1.74429595            31
  -0.00735100    5.97812228    5.98547328            31
   0.00785300    1.56056995    1.55271695            31
   0.00789800    2.06655367    2.05865567            31
  -0.00021400   -6.11402154    6.11380754            31
  -0.00608300    1.73039309    1.73647609            31
   0.01055700  -10.69533329   10.70589029            31
   0.00387100   31.33295030   31.32907930            31
  -0.00112200   10.96804469   10.96916669            31
   0.00043100   -0.33316512    0.33359612            31
   0.00190900    0.85810900    0.85620000            31
   0.00051300   -0.25802435    0.25853735            31
   0.00284000   -0.17541653    0.17825653            31
  -0.00075400   -1.13265949    1.13190549            31
   0.00613300   -0.58494734    0.59108034            31
   0.00098500   -4.08070256    4.08168756            31
  -0.00250000  -30.32079997   30.31829997            31
  -0.00003400    1.94991801    1.94995201            31
  -0.00250900   -0.64290826    0.64039926            31
  -0.00419000    7.90563251    7.90982251            31
   0.00243900    3.06581775    3.06337875            31
  -0.00593100   -0.52882891    0.52289791            31
   0.00380200    0.86133260    0.85753060            31
  -0.00196400   -0.26313880    0.26117480            31
   0.00654900   -2.69112873    2.69767773            31
  -0.00412700   31.57967666   31.58380366            31
  -0.01093100   -5.94324400    5.93231300            31
  -0.00191900    0.32490899    0.32682799            31
  -0.00489700    2.24518189    2.25007889            31
   0.00101000   -1.08830087    1.08931087            31
   0.00041800   -0.77495431    0.77537231            31
  -0.00111400   -0.78046638    0.77935238            31
  -0.00582500    0.08272724    0.08855224            31
   0.00448700   16.11175198   16.10726498            31
  -0.01351600  -32.21870028   32.20518428            31
   0.00946000   -3.75405467    3.76351467            31
  -0.00072100    0.44700654    0.44772754            31
  -0.00600800    0.03326827    0.03927627            31
  -0.00293300   -1.16791933    1.16498633            31
  -0.00094700    0.33066561    0.33161261            31
   0.00697300    0.15605887    0.14908587            31
   0.00068100   -0.96720257    0.96788357            31
   0.00074400   21.60670705   21.60596305            31
   0.00059900   19.36990420   19.36930520            31
  -0.00421100  -17.22447200   17.22026100            31
  -0.00029200    0.07643799    0.07672999            31
   0.00267900    1.98795891    1.98527991            31
   0.00143300    0.85198638    0.85055338            31
   0.00001200    0.45425699    0.45424499            31
   0.00190600   -0.49554061    0.49744661            31
  -0.00219200    0.35506202    0.35725402            31
  -0.00123300   -4.64387797    4.64264497            31
   0.00086700    2.22372329    2.22285629            31
   0.00601200    0.14654288    0.14053088            31
   0.00529200    2.61598919    2.61069719            31
  -0.00783400    4.23505024    4.24288424            31
   0.00096700   -1.13861170    1.13957870            31
  -0.00108600   -2.50925736    2.50817136            31
   0.00198100   -2.19054767    2.19252867            31
  -0.00760000    0.29954659    0.30714659            31
  -0.00490600    2.71897808    2.72388408            31
  -0.01744900   -2.46491932    2.44747032            31
  -0.07270200   -3.78755955    3.71485755            31
   0.00097900    0.45783616    0.45685716            31
  -0.00050400    0.60544233    0.60594633            31
   0.00231600   -0.19959463    0.20191063            31
   0.00429200   -0.00277814    0.00707014            31
  -0.00856700   -1.46717768    1.45861068            31
  -0.00353500    0.00780492    0.01133992            31
  -0.01932800  -25.63785289   25.61852489            31
   0.00673200  -20.12143898   20.12817098            31
  -0.02752800    7.98264144    8.01016944            31
   0.00515100    1.89792948    1.89277848            31
  -0.00632100    8.27577813    8.28209913            31
   0.00109600   -2.46530861    2.46640461            31
   0.00322100    1.60709175    1.60387075            31
  -0.00071200   -8.43898394    8.43827194            31
   0.00053700   -2.83834413    2.83888113            31
   0.01104100    4.68024577    4.66920477            31
   0.00120600   21.20658409   21.20537809            31
  -0.01316700   24.67719421   24.69036121            31
  -0.00595200    0.14431590    0.15026790            31
  -0.00555600    1.82775445    1.83331045            31
  -0.00567400    0.34916000    0.35483400            31
   0.00245100    0.29113640    0.28868540            31
   0.00502100   -0.97534147    0.98036247            31
  -0.00036400    0.72840932    0.72877332            31
  -0.00361300    5.10084234    5.10445534            31
   0.00493500  -29.64914101   29.65407601            31
  -0.00084700   13.94898935   13.94983635            31
  -0.00259600   -2.49301618    2.49042018            31
  -0.00474500    6.39309875    6.39784375            31
   0.00284900   -1.15296195    1.15581095            31
   0.00092800   -2.05326919    2.05419719            31
   0.01048700   -6.25695218    6.26743918            31
   0.00108600   -0.49521528    0.49630128            31
   0.00216600   -7.10049585    7.10266185            31
   0.00408100   19.68426553   19.68018453            31
  -0.01037200   24.93327654   24.94364854            31
  -0.00263200   -0.88451505    0.88188305            31
  -0.00577200    1.41500976    1.42078176            31
  -0.00211400    0.01012006    0.01223406            31
   0.00402500    0.39531821    0.39129321            31
   0.00572000   -1.03322100    1.03894100            31
  -0.00171500   -0.78120366    0.77948866            31
  -0.00262100   21.08639698   21.08901798            31
   0.01468300  -22.90326047   22.91794347            31
  -0.00621300   16.48403294   16.49024594            31
   0.00215900   -0.86689651    0.86905551            31
  -0.00160000    2.56414171    2.56574171            31
   0.00158100   -2.01429382    2.01587482            31
  -0.00080700    0.43582378    0.43663078            31
   0.00277900    0.18972984    0.18695084            31
  -0.00162900   -0.33222272    0.33059372            31
   0.01648700    2.20494286    2.18845586            31
   0.00445600   -0.91691265    0.92136865            31
  -0.01594400   -1.46191981    1.44597581            31
  -0.00201000   -0.02450082    0.02249082            31
   0.00482400    0.41598408    0.41116008            31
