# Reference      Predicted      Error          #atoms         
-364.32870      -364.13976      0.18895         60.00000       
-368.95791      -368.96926      0.01135         61.00000       
-308.47595      -308.62755      0.15160         49.00000       
-313.87138      -313.82890      0.04249         50.00000       
-319.42258      -319.30859      0.11399         51.00000       
-324.80185      -324.71927      0.08258         52.00000       
-330.15713      -330.06600      0.09113         53.00000       
-335.36214      -335.28199      0.08014         54.00000       
-561.35502      -561.39654      0.04152         91.00000       
-340.37394      -340.33420      0.03975         55.00000       
-350.10624      -350.00873      0.09752         57.00000       
-354.97669      -354.98554      0.00885         58.00000       
-359.52831      -359.63880      0.11048         59.00000       
-308.47721      -308.54190      0.06469         49.00000       
-313.86763      -313.95544      0.08782         50.00000       
-319.44259      -319.44263      0.00005         51.00000       
-325.01363      -324.91540      0.09823         52.00000       
-330.16379      -330.13062      0.03317         53.00000       
-335.36467      -335.24121      0.12346         54.00000       
-596.92828      -596.87366      0.05461         98.00000       
-340.35187      -340.35217      0.00029         55.00000       
-313.99966      -313.94251      0.05715         50.00000       
-319.39929      -319.33827      0.06101         51.00000       
-330.15779      -330.07299      0.08481         53.00000       
-340.37164      -340.42209      0.05045         55.00000       
-345.46706      -345.49922      0.03216         56.00000       
-350.15789      -350.27196      0.11407         57.00000       
-359.70409      -359.63368      0.07041         59.00000       
-364.31108      -364.09843      0.21265         60.00000       
-368.97402      -368.92710      0.04692         61.00000       
-528.99055      -528.82250      0.16805         85.00000       
-512.53322      -512.61609      0.08287         82.00000       
-630.23237      -630.13635      0.09603         105.00000      
-534.46816      -534.77921      0.31104         86.00000       
-625.51854      -625.38833      0.13021         104.00000      
-539.98154      -539.85244      0.12910         87.00000       
-606.70478      -606.63212      0.07266         100.00000      
-571.60208      -571.68053      0.07845         93.00000       
-507.07740      -507.08364      0.00624         81.00000       
-518.04808      -518.02897      0.01911         83.00000       
-566.48475      -566.43194      0.05281         92.00000       
-534.48221      -534.53868      0.05648         86.00000       
-571.52644      -571.73880      0.21236         93.00000       
-545.41257      -545.39995      0.01262         88.00000       
-528.98736      -529.02278      0.03542         85.00000       
-620.82419      -620.70524      0.11896         103.00000      
-576.68696      -576.61687      0.07008         94.00000       
-556.29073      -556.57990      0.28916         90.00000       
-550.84639      -550.76694      0.07945         89.00000       
-580.77211      -580.80280      0.03069         95.00000       
-545.40690      -545.46550      0.05860         88.00000       
-620.84694      -620.85033      0.00339         103.00000      
-539.97689      -539.81630      0.16059         87.00000       
-518.01908      -517.97463      0.04445         83.00000       
-591.87799      -591.85113      0.02686         97.00000       
-586.84870      -586.88316      0.03446         96.00000       
-534.50711      -534.48187      0.02524         86.00000       
-571.57649      -571.68489      0.10841         93.00000       
-523.49911      -523.51334      0.01423         84.00000       
-528.98234      -528.97019      0.01215         85.00000       
-565.46499      -565.42492      0.04007         92.00000       
-576.65112      -576.70260      0.05148         94.00000       
-566.43575      -566.46464      0.02889         92.00000       
-581.75543      -581.73829      0.01715         95.00000       
-517.95890      -517.87435      0.08455         83.00000       
-534.49518      -534.58518      0.09001         86.00000       
-639.53340      -639.64215      0.10875         107.00000      
-576.65936      -576.71112      0.05177         94.00000       
-518.02333      -517.93055      0.09278         83.00000       
-586.93173      -586.86818      0.06355         96.00000       
-630.17285      -630.32636      0.15351         105.00000      
-580.94916      -581.01824      0.06908         95.00000       
-611.39357      -611.58913      0.19556         101.00000      
-545.39843      -545.48482      0.08638         88.00000       
-616.08348      -616.02650      0.05698         102.00000      
-625.50569      -625.52078      0.01509         104.00000      
-634.76338      -634.72317      0.04021         106.00000      
-581.77473      -581.73717      0.03756         95.00000       
-616.15139      -616.23750      0.08611         102.00000      
-539.98776      -539.91364      0.07412         87.00000       
-571.60800      -571.62783      0.01983         93.00000       
-523.49933      -523.34833      0.15101         84.00000       
-554.93342      -554.91538      0.01804         90.00000       
-591.90065      -591.84317      0.05748         97.00000       
-528.97559      -528.96806      0.00752         85.00000       
-621.01420      -620.81615      0.19804         103.00000      
-539.96845      -539.95779      0.01066         87.00000       
-576.70619      -576.64585      0.06034         94.00000       
-581.78695      -581.68194      0.10502         95.00000       
-523.49666      -523.41955      0.07712         84.00000       
-576.73045      -576.64255      0.08791         94.00000       
-566.48470      -566.51991      0.03521         92.00000       
-503.24381      -503.24381      0.00000         81.00000       
-575.57716      -575.67814      0.10099         94.00000       
-499.04875      -499.04875      0.00000         81.00000       
-496.71663      -496.71663      0.00000         81.00000       
-501.56478      -501.56478      0.00000         81.00000       
-86.67694       -86.98337       0.30643         14.00000       
-76.89610       -76.84482       0.05128         12.00000       
-162.59178      -162.47647      0.11531         26.00000       
-243.87204      -243.84371      0.02833         39.00000       
-317.84546      -318.00970      0.16424         51.00000       
-317.89713      -318.27707      0.37994         51.00000       
-253.57663      -253.45401      0.12262         41.00000       
-555.33740      -555.31451      0.02289         90.00000       
-324.86384      -325.05148      0.18764         52.00000       
-335.00543      -335.02224      0.01681         54.00000       
-327.36399      -328.18798      0.82399         53.00000       
-323.41065      -323.32927      0.08139         52.00000       
-312.24708      -312.37475      0.12767         50.00000       
-249.39004      -249.37299      0.01704         40.00000       
-330.91825      -330.78071      0.13755         53.00000       
-238.71908      -238.67773      0.04135         38.00000       
-81.80757       -81.89366       0.08608         13.00000       
-335.23153      -334.91084      0.32068         54.00000       
-580.62180      -580.65203      0.03023         95.00000       
# MSE = 1.47064E-02
# Maxerror = 8.23986E-01
